Field Sample ID,Location ID,Date Sampled,Parameter Name,Report Result,Report Units,Lab Qualifier,Detected,Sample Matrix,Sample Purpose,Sample Type,Filtered,Leached,Start Depth,End Depth,Elevation
S607,S607,2/17/2005,Arsenic,3,mg/kg,,Y,SOIL,REG,SB,N,N,5,6,6.922186852
S608,S608,2/17/2005,Arsenic,6.52,mg/kg,,Y,SOIL,REG,SB,N,N,4,5,7.109111786
S609,S609,2/17/2005,Arsenic,9.69,mg/kg,,Y,SOIL,REG,SB,N,N,5,6,6.992486
S610C1,S610,6/26/2006,Arsenic,10,ug/l,U,N,SOIL,REG,SB,N,Y,4,4.5,5.598009586
S611B1,S611,6/26/2006,Arsenic,11.5,ug/l,J,Y,SOIL,REG,SB,N,Y,2,2.5,4.800861835
S6126-S2078(16'),S612,6/26/2006,Arsenic,15.1,ug/l,J,Y,SOIL,REG,SB,N,Y,0,0,5.048276901
S613I4,S613,6/26/2006,Arsenic,10,ug/l,U,N,SOIL,REG,SB,N,Y,17.5,18,5.8053298
S6146-S2080 (9'),S614,6/26/2006,Arsenic,18,ug/l,J,Y,SOIL,REG,SB,N,Y,0,0,4.764132023
S6156-S2081(24'),S615,6/26/2006,Arsenic,12.8,ug/l,J,Y,SOIL,REG,SB,N,Y,0,0,3.033215046
S616G4,S616,6/26/2006,Arsenic,15.7,ug/l,J,Y,SOIL,REG,SB,N,Y,13,13.5,6.954535484
S618I4,S618,10/17/2006,Arsenic,14.2,mg/kg,,Y,SOIL,REG,SB,N,N,17.5,18,4.272811413
S618M2,S618,10/17/2006,Arsenic,7.43,mg/kg,,Y,SOIL,REG,SB,N,N,24.5,25,4.272811413
S619E3,S619,10/17/2006,Arsenic,9.33,mg/kg,,Y,SOIL,REG,SB,N,N,9,9.5,4.685132504
S619G2,S619,10/17/2006,Arsenic,12.6,mg/kg,,Y,SOIL,REG,SB,N,N,12.5,13,4.685132504
S619J4,S619,10/17/2006,Arsenic,11.7,mg/kg,,Y,SOIL,REG,SB,N,N,19.5,20,4.685132504
S620E4,S620,10/17/2006,Arsenic,10.4,mg/kg,,Y,SOIL,REG,SB,N,N,9.5,10,3.787016869
S620I4,S620,10/17/2006,Arsenic,15.4,mg/kg,,Y,SOIL,REG,SB,N,N,17.5,18,3.787016869
S621G1,S621,10/17/2006,Arsenic,25.7,mg/kg,,Y,SOIL,REG,SB,N,N,12,12.5,7.137811184
S621I4,S621,10/17/2006,Arsenic,13.9,mg/kg,,Y,SOIL,REG,SB,N,N,17.5,18,7.137811184
S622G4,S622,10/13/2006,Arsenic,12.8,mg/kg,,Y,SOIL,REG,SB,N,N,13.5,14,4.86451292
S622K1,S622,10/13/2006,Arsenic,1.51,mg/kg,J,Y,SOIL,REG,SB,N,N,19.5,20,4.86451292
S629B4,S629,10/13/2006,Arsenic,4.63,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,4.860669613
S629M2,S629,10/13/2006,Arsenic,14.4,mg/kg,,Y,SOIL,REG,SB,N,N,24.5,25,4.860669613
S634E1,S634,10/17/2006,Arsenic,18.8,mg/kg,,Y,SOIL,REG,SB,N,N,8,8.5,5.210952282
S634J4,S634,10/17/2006,Arsenic,2.33,mg/kg,J,Y,SOIL,REG,SB,N,N,19.5,20,5.210952282
S635E4,S635,10/18/2006,Arsenic,19.7,mg/kg,,Y,SOIL,REG,SB,N,N,9.5,10,4.589498997
S635J3,S635,10/18/2006,Arsenic,2.97,mg/kg,,Y,SOIL,REG,SB,N,N,19,19.5,4.589498997
S636H4,S636,10/18/2006,Arsenic,10.1,mg/kg,,Y,SOIL,REG,SB,N,N,15.5,16,5.054899216
S636J3,S636,10/18/2006,Arsenic,2.18,mg/kg,J,Y,SOIL,REG,SB,N,N,19,19.5,5.054899216
S637E2,S637,10/18/2006,Arsenic,4.08,mg/kg,,Y,SOIL,REG,SB,N,N,8.5,9,5.202561855
S637J3,S637,10/18/2006,Arsenic,10.3,mg/kg,,Y,SOIL,REG,SB,N,N,19,19.5,5.202561855
S638E3,S638,10/18/2006,Arsenic,14.4,mg/kg,,Y,SOIL,REG,SB,N,N,9,9.5,8.693395615
S638J3,S638,10/18/2006,Arsenic,4.94,mg/kg,,Y,SOIL,REG,SB,N,N,19,19.5,8.693395615
S639D4,S639,10/19/2006,Arsenic,2.65,mg/kg,,Y,SOIL,REG,SB,N,N,7.5,8,6.68954277
S639J3,S639,10/19/2006,Arsenic,4.63,mg/kg,,Y,SOIL,REG,SB,N,N,19,19.5,6.68954277
S639M3,S639,10/19/2006,Arsenic,4.32,mg/kg,,Y,SOIL,REG,SB,N,N,25,25.5,6.68954277
S639O4,S639,10/19/2006,Arsenic,3.2,mg/kg,,Y,SOIL,REG,SB,N,N,29.5,30,6.68954277
S640E2,S640,10/19/2006,Arsenic,20.1,mg/kg,,Y,SOIL,REG,SB,N,N,8.5,9,4.160285473
S640J3,S640,10/19/2006,Arsenic,12.9,mg/kg,,Y,SOIL,REG,SB,N,N,19,19.5,4.160285473
S641E3,S641,10/19/2006,Arsenic,9.46,mg/kg,,Y,SOIL,REG,SB,N,N,9,9.5,8.651680946
S641H2,S641,10/19/2006,Arsenic,6.3,mg/kg,J,Y,SOIL,REG,SB,N,N,14.5,15,8.651680946
S642B4,S642,10/19/2006,Arsenic,2.07,mg/kg,J,Y,SOIL,REG,SB,N,N,3.5,4,3.695043325
S642H2,S642,10/19/2006,Arsenic,2.77,mg/kg,,Y,SOIL,REG,SB,N,N,14.5,15,3.695043325
S642H2,S642,10/19/2006,Arsenic,1.48,mg/kg,J,Y,SOIL,REG,SB,N,N,14.5,15,3.695043325
S643J1,S643,10/20/2006,Arsenic,8.67,mg/kg,,Y,SOIL,REG,SB,N,N,18,18.5,4.34469986
S643J3,S643,10/20/2006,Arsenic,3.5,mg/kg,,Y,SOIL,REG,SB,N,N,19,19.5,4.34469986
S644E3,S644,10/20/2006,Arsenic,5.94,mg/kg,,Y,SOIL,REG,SB,N,N,9,9.5,7.549866676
S644H1,S644,10/20/2006,Arsenic,13.6,mg/kg,,Y,SOIL,REG,SB,N,N,14,14.5,7.549866676
S645B2,S645,10/20/2006,Arsenic,10.3,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,5.830560684
S645J4,S645,10/20/2006,Arsenic,2.59,mg/kg,,Y,SOIL,REG,SB,N,N,19.5,20,5.830560684
S646F4,S646,10/25/2006,Arsenic,7.22,mg/kg,,Y,SOIL,REG,SB,N,N,11.5,12,5.400355816
S646J4,S646,10/25/2006,Arsenic,5.08,mg/kg,,Y,SOIL,REG,SB,N,N,19.5,20,5.400355816
S647E1,S647,10/25/2006,Arsenic,4.24,mg/kg,,Y,SOIL,REG,SB,N,N,8,8.5,4.479125977
S647H2,S647,10/25/2006,Arsenic,4.98,mg/kg,J,Y,SOIL,REG,SB,N,N,14.5,15,4.479125977
S648D2,S648,10/25/2006,Arsenic,37,mg/kg,,Y,SOIL,REG,SB,N,N,6.5,7,2.952164412
S648E4,S648,10/25/2006,Arsenic,7.46,mg/kg,J,Y,SOIL,REG,SB,N,N,9.5,10,2.952164412
S649C2,S649,10/25/2006,Arsenic,15,mg/kg,,Y,SOIL,REG,SB,N,N,4.5,5,5.367985249
S649D4,S649,10/25/2006,Arsenic,11.6,mg/kg,,Y,SOIL,REG,SB,N,N,7.5,8,5.367985249
S650F1,S650,11/30/2006,Arsenic,6.23,mg/kg,,Y,SOIL,REG,SB,N,N,10,10.5,4.934350967
S650F4,S650,11/30/2006,Arsenic,3.84,mg/kg,U,N,SOIL,REG,SB,N,N,11.5,12,4.934350967
S651D1,S651,11/30/2006,Arsenic,15.1,mg/kg,,Y,SOIL,REG,SB,N,N,6,6.5,5.745511055
S651G4,S651,11/30/2006,Arsenic,5.55,mg/kg,J,Y,SOIL,REG,SB,N,N,13.5,14,5.745511055
S652B4,S652,11/29/2006,Arsenic,26.6,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,6.576480389
S652E3,S652,11/29/2006,Arsenic,15,mg/kg,,Y,SOIL,REG,SB,N,N,9,9.5,6.576480389
S653B3,S653,11/29/2006,Arsenic,13.2,mg/kg,,Y,SOIL,REG,SB,N,N,3,3.5,5.309035778
S653D3,S653,11/29/2006,Arsenic,12.6,mg/kg,,Y,SOIL,REG,SB,N,N,7,7.5,5.309035778
S654B2,S654,11/29/2006,Arsenic,67,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,6.82963419
S654H4,S654,11/29/2006,Arsenic,3.71,mg/kg,,Y,SOIL,REG,SB,N,N,15.5,16,6.82963419
S656D1,S656,11/30/2006,Arsenic,1.33,mg/kg,U,N,SOIL,REG,SB,N,N,6,6.5,2.892255783
S656D3,S656,11/30/2006,Arsenic,1.26,mg/kg,U,N,SOIL,REG,SB,N,N,7,7.5,2.892255783
S656G1,S656,11/30/2006,Arsenic,1.34,mg/kg,U,N,SOIL,REG,SB,N,N,12,12.5,2.892255783
S657B2,S657,11/30/2006,Arsenic,9.59,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,5.732573986
S657C2,S657,11/30/2006,Arsenic,76.1,mg/kg,,Y,SOIL,REG,SB,N,N,4.5,5,5.732573986
S658B2,S658,12/1/2006,Arsenic,7.31,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,8.650249481
S658C1,S658,12/1/2006,Arsenic,4.24,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,8.650249481
S659C1,S659,12/1/2006,Arsenic,5.01,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,5.604920387
S659G1,S659,12/1/2006,Arsenic,4.3,mg/kg,,Y,SOIL,REG,SB,N,N,12,12.5,5.604920387
S664B4,S664,12/8/2006,Arsenic,8.83,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,3.456454277
S664D2,S664,12/8/2006,Arsenic,8.8,mg/kg,,Y,SOIL,REG,SB,N,N,6.5,7,3.456454277
S665C2,S665,12/8/2006,Arsenic,30.3,mg/kg,,Y,SOIL,REG,SB,N,N,4.5,5,5.753385067
S665E3,S665,12/8/2006,Arsenic,6.01,mg/kg,J,Y,SOIL,REG,SB,N,N,0,0,5.753385067
S734G4,S734,11/13/2006,Arsenic,10,ug/l,U,N,SOIL,REG,SB,N,Y,13.5,14,6.535845757
S735E1,S735,11/13/2006,Arsenic,10,ug/l,U,N,SOIL,REG,SB,N,Y,8,8.5,12.30998421
S735G2,S735,11/13/2006,Arsenic,14.9,ug/l,J,Y,SOIL,REG,SB,N,Y,12.5,13,12.30998421
S736E2,S736,11/13/2006,Arsenic,25.3,ug/l,,Y,SOIL,REG,SB,N,Y,8.5,9,2.951105118
S736H1,S736,11/13/2006,Arsenic,10,ug/l,U,N,SOIL,REG,SB,N,Y,14,14.5,2.951105118
S737H1,S737,11/13/2006,Arsenic,10,ug/l,U,N,SOIL,REG,SB,N,Y,14,14.5,4.441026211
S738G1,S738,11/14/2006,Arsenic,32.4,ug/l,,Y,SOIL,REG,SB,N,Y,12,12.5,4.632554531
S739E1,S739,11/14/2006,Arsenic,12.5,ug/l,J,Y,SOIL,REG,SB,N,Y,8,8.5,4.797262192
S739G1,S739,11/14/2006,Arsenic,10,ug/l,U,N,SOIL,REG,SB,N,Y,12,12.5,4.797262192
S740D3,S740,11/14/2006,Arsenic,18.9,ug/l,J,Y,SOIL,REG,SB,N,Y,7,7.5,3.042933464
S741D4,S741,11/14/2006,Arsenic,17.9,ug/l,J,Y,SOIL,REG,SB,N,Y,7.5,8,5.785984039
S741F3,S741,11/14/2006,Arsenic,52.3,ug/l,,Y,SOIL,REG,SB,N,Y,11,11.5,5.785984039
S742G4,S742,11/15/2006,Arsenic,10.7,ug/l,J,Y,SOIL,REG,SB,N,Y,13.5,14,5.220468998
S742J3,S742,11/15/2006,Arsenic,59.7,ug/l,,Y,SOIL,REG,SB,N,Y,19,19.5,5.220468998
S743G2,S743,11/15/2006,Arsenic,10,ug/l,U,N,SOIL,REG,SB,N,Y,12.5,13,4.362010479
S744E4,S744,11/15/2006,Arsenic,13.6,ug/l,J,Y,SOIL,REG,SB,N,Y,9.5,10,5.143811703
S744J3,S744,11/15/2006,Arsenic,14,ug/l,J,Y,SOIL,REG,SB,N,Y,19,19.5,5.143811703
S745E3,S745,11/15/2006,Arsenic,19.5,ug/l,J,Y,SOIL,REG,SB,N,Y,9,9.5,4.218529701
S746E4,S746,11/15/2006,Arsenic,10,ug/l,U,N,SOIL,REG,SB,N,Y,9.5,10,8.406383514
S747G4,S747,11/15/2006,Arsenic,10,ug/l,U,N,SOIL,REG,SB,N,Y,13.5,14,4.497061729
S748F3,S748,11/16/2006,Arsenic,10,ug/l,U,N,SOIL,REG,SB,N,Y,11,11.5,6.052601814
S749D2,S749,11/16/2006,Arsenic,44.7,ug/l,,Y,SOIL,REG,SB,N,Y,6.5,7,3.362404823
S749G4,S749,11/16/2006,Arsenic,37,ug/l,,Y,SOIL,REG,SB,N,Y,13.5,14,3.362404823
S750C2,S750,11/16/2006,Arsenic,10,ug/l,U,N,SOIL,REG,SB,N,Y,4.5,5,5.125403881
S750H1,S750,11/16/2006,Arsenic,16.1,ug/l,J,Y,SOIL,REG,SB,N,Y,14,14.5,5.125403881
S751E4,S751,11/16/2006,Arsenic,27.7,ug/l,,Y,SOIL,REG,SB,N,Y,9.5,10,12.72262764
S752E1,S752,11/16/2006,Arsenic,10.3,ug/l,J,Y,SOIL,REG,SB,N,Y,8,8.5,6.203147888
S753A3,S753,11/16/2006,Arsenic,13.7,ug/l,J,Y,SOIL,REG,SB,N,Y,1,1.5,3.874028683
S753H1,S753,11/16/2006,Arsenic,10,ug/l,U,N,SOIL,REG,SB,N,Y,14,14.5,3.874028683
S754I1,S754,11/17/2006,Arsenic,27.5,ug/l,,Y,SOIL,REG,SB,N,Y,16,16.5,8.749403
S754I3,S754,11/17/2006,Arsenic,30.8,ug/l,,Y,SOIL,REG,SB,N,Y,17,17.5,8.749403
S755G4,S755,11/17/2006,Arsenic,10.2,ug/l,J,Y,SOIL,REG,SB,N,Y,13.5,14,6.018828869
S756H1,S756,11/17/2006,Arsenic,10,ug/l,U,N,SOIL,REG,SB,N,Y,14,14.5,6.009131908
S757H2,S757,11/17/2006,Arsenic,17.8,ug/l,J,Y,SOIL,REG,SB,N,Y,14.5,15,5.333023071
S758E4,S758,12/6/2006,Arsenic,42.7,ug/l,,Y,SOIL,REG,SB,N,Y,9.5,10,7.049026012
S759G1,S759,12/5/2006,Arsenic,10,ug/l,U,N,SOIL,REG,SB,N,Y,12,12.5,5.011195183
S759I3,S759,12/5/2006,Arsenic,13.6,ug/l,J,Y,SOIL,REG,SB,N,Y,17,17.5,5.011195183
S760E3,S760,12/5/2006,Arsenic,10,ug/l,U,N,SOIL,REG,SB,N,Y,9,9.5,4.786040306
S760I3,S760,12/5/2006,Arsenic,10,ug/l,U,N,SOIL,REG,SB,N,Y,17,17.5,4.786040306
S761I1,S761,12/6/2006,Arsenic,21.8,ug/l,,Y,SOIL,REG,SB,N,Y,16,16.5,6.337848186
S762G2,S762,12/6/2006,Arsenic,10,ug/l,U,N,SOIL,REG,SB,N,Y,12.5,13,3.997716665
S763E2,S763,1/15/2007,Arsenic,98.7,ug/l,,Y,SOIL,REG,SB,N,Y,8.5,9,4.408354759
S764D4,S764,1/15/2007,Arsenic,18.9,ug/l,J,Y,SOIL,REG,SB,N,Y,7.5,8,5.05009079
S765E1,S765,1/15/2007,Arsenic,12,ug/l,J,Y,SOIL,REG,SB,N,Y,8,8.5,7.20291996
S766G1,S766,12/5/2006,Arsenic,10,ug/l,U,N,SOIL,REG,SB,N,Y,12,12.5,5.32090807
S766G4,S766,12/6/2006,Arsenic,10,ug/l,U,N,SOIL,REG,SB,N,Y,13.5,14,5.32090807
S767E2,S767,1/16/2007,Arsenic,19.7,ug/l,J,Y,SOIL,REG,SB,N,Y,8.5,9,5.035514832
S768E2,S768,1/16/2007,Arsenic,54.2,ug/l,,Y,SOIL,REG,SB,N,Y,8.5,9,4.41718626
S768J2,S768,1/16/2007,Arsenic,13.2,ug/l,J,Y,SOIL,REG,SB,N,Y,18.5,19,4.41718626
S769G3,S769,1/16/2007,Arsenic,18.9,ug/l,J,Y,SOIL,REG,SB,N,Y,9,9.5,4.321847439
S769I1,S769,1/16/2007,Arsenic,16.6,ug/l,J,Y,SOIL,REG,SB,N,Y,16,16.5,4.321847439
S770F4,S770,1/16/2007,Arsenic,107,ug/l,,Y,SOIL,REG,SB,N,Y,11.5,12,7.126540184
S770L1,S770,1/16/2007,Arsenic,47.3,ug/l,,Y,SOIL,REG,SB,N,Y,22,22.5,7.126540184
S771F4,S771,1/17/2007,Arsenic,20.5,ug/l,,Y,SOIL,REG,SB,N,Y,11.5,12,5.383538246
S772H1,S772,1/17/2007,Arsenic,42,ug/l,,Y,SOIL,REG,SB,N,Y,14,14.5,4.091176987
S773H2,S773,1/17/2007,Arsenic,21.4,ug/l,,Y,SOIL,REG,SB,N,Y,14.5,15,7.087677956
S792A4,S792,12/11/2006,Arsenic,94.5,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,5.915971279
S792C1,S792,12/11/2006,Arsenic,48.5,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,5.915971279
S792E3,S792,12/11/2006,Arsenic,144,mg/kg,,Y,SOIL,REG,SB,N,N,9,9.5,5.915971279
S793A4,S793,12/11/2006,Arsenic,31.6,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,5.40827179
S793C1,S793,12/11/2006,Arsenic,55.1,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,5.40827179
S793E3,S793,12/11/2006,Arsenic,50.5,mg/kg,,Y,SOIL,REG,SB,N,N,9,9.5,5.40827179
S802A4,S802,12/13/2006,Arsenic,20.7,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,3.332326174
S802C1,S802,12/13/2006,Arsenic,2.82,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,3.332326174
S802E3,S802,12/13/2006,Arsenic,1.93,mg/kg,J,Y,SOIL,REG,SB,N,N,9,9.5,3.332326174
S803A4,S803,12/13/2006,Arsenic,29.5,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,4.74622345
S803C1,S803,12/13/2006,Arsenic,25.4,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,4.74622345
S803E3,S803,12/13/2006,Arsenic,3.41,mg/kg,,Y,SOIL,REG,SB,N,N,9,9.5,4.74622345
S805A4,S805,12/15/2006,Arsenic,74.9,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,6.564397812
S805C1,S805,12/15/2006,Arsenic,6.19,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,6.564397812
S805E3,S805,12/15/2006,Arsenic,309,mg/kg,,Y,SOIL,REG,SB,N,N,9,9.5,6.564397812
S806A4,S806,12/13/2006,Arsenic,58.2,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,2.889396906
S806C1,S806,12/13/2006,Arsenic,8.54,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,2.889396906
S806E3,S806,12/13/2006,Arsenic,1.58,mg/kg,J,Y,SOIL,REG,SB,N,N,9,9.5,2.889396906
S863F3,S863,1/9/2007,Arsenic,12.3,mg/kg,,Y,SOIL,REG,SB,N,N,11,11.5,4.726197243
S863I1,S863,1/9/2007,Arsenic,9.57,mg/kg,,Y,SOIL,REG,SB,N,N,16,16.5,4.726197243
S915B2,S915,10/8/2007,Arsenic,9.37,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,4.039403439
S915C1,S915,10/8/2007,Arsenic,4.03,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,4.039403439
S916B1,S916,10/8/2007,Arsenic,9.05,mg/kg,,Y,SOIL,REG,SB,N,N,2,2.5,4.176380634
S916B2,S916,10/8/2007,Arsenic,4.46,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,4.176380634
S917A2,S917,10/8/2007,Arsenic,9.34,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,5.425131798
S917A3,S917,10/8/2007,Arsenic,14.5,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,5.425131798
S918A4,S918,10/9/2007,Arsenic,3.82,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,4.756821156
S918B3,S918,10/9/2007,Arsenic,4.53,mg/kg,,Y,SOIL,REG,SB,N,N,3,3.5,4.756821156
S919B4,S919,10/9/2007,Arsenic,4.15,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,4.871848106
S920A1,S920,10/9/2007,Arsenic,9.24,mg/kg,,Y,SOIL,REG,SB,N,N,0,0.5,5.543233871
S920B4,S920,10/9/2007,Arsenic,3.98,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,5.543233871
S921A2,S921,10/9/2007,Arsenic,7.72,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,8.417517662
S921C1,S921,10/9/2007,Arsenic,10.3,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,8.417517662
S922B4,S922,10/9/2007,Arsenic,6.94,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,5.073547363
S922C2,S922,10/9/2007,Arsenic,4.73,mg/kg,,Y,SOIL,REG,SB,N,N,4.5,5,5.073547363
S923A1,S923,10/9/2007,Arsenic,6.34,mg/kg,,Y,SOIL,REG,SB,N,N,0,0.5,4.063684464
S923A4,S923,10/9/2007,Arsenic,2.17,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,4.063684464
S924A1,S924,10/10/2007,Arsenic,6.49,mg/kg,,Y,SOIL,REG,SB,N,N,0,0.5,4.56120491
S924A3,S924,10/10/2007,Arsenic,13.7,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,4.56120491
S925A3,S925,10/10/2007,Arsenic,23.6,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,4.172870159
S925B3,S925,10/10/2007,Arsenic,23.9,mg/kg,,Y,SOIL,REG,SB,N,N,3,3.5,4.172870159
S926A2,S926,10/10/2007,Arsenic,31.5,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,5.372524261
S926A4,S926,10/11/2007,Arsenic,29.9,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,5.372524261
S927A1,S927,10/10/2007,Arsenic,7.03,mg/kg,,Y,SOIL,REG,SB,N,N,0,0.5,9.18545723
S927A4,S927,10/10/2007,Arsenic,21.7,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,9.18545723
S928B1,S928,10/10/2007,Arsenic,5.28,mg/kg,,Y,SOIL,REG,SB,N,N,2,2.5,6.375586987
S928C1,S928,10/10/2007,Arsenic,2.97,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,6.375586987
S929A4,S929,10/10/2007,Arsenic,6.58,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,4.661362171
S929C2,S929,10/10/2007,Arsenic,5.65,mg/kg,,Y,SOIL,REG,SB,N,N,4.5,5,4.661362171
S930B1,S930,10/11/2007,Arsenic,12.9,mg/kg,,Y,SOIL,REG,SB,N,N,2,2.5,6.901621819
S930C1,S930,10/11/2007,Arsenic,3.91,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,6.901621819
S931B1,S931,10/11/2007,Arsenic,8.69,mg/kg,,Y,SOIL,REG,SB,N,N,2,2.5,5.218907833
S931C1,S931,10/11/2007,Arsenic,3.75,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,5.218907833
S932B2,S932,10/11/2007,Arsenic,2.75,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,5.918682098
S932B4,S932,10/11/2007,Arsenic,6.77,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,5.918682098
S933B4,S933,10/11/2007,Arsenic,32.2,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,4.265429974
S933C2,S933,10/11/2007,Arsenic,3.42,mg/kg,,Y,SOIL,REG,SB,N,N,4.5,5,4.265429974
S934B2,S934,10/11/2007,Arsenic,14.7,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,5.68781662
S934C2,S934,10/11/2007,Arsenic,6.77,mg/kg,,Y,SOIL,REG,SB,N,N,4.5,5,5.68781662
S935B2,S935,10/12/2007,Arsenic,15.8,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,9.299328804
S935C2,S935,10/12/2007,Arsenic,17.8,mg/kg,,Y,SOIL,REG,SB,N,N,4.5,5,9.299328804
S936C2,S936,10/29/2007,Arsenic,6.22,mg/kg,,Y,SOIL,REG,SB,N,N,4.5,5,4.026263714
S936E2,S936,10/29/2007,Arsenic,2.57,mg/kg,,Y,SOIL,REG,SB,N,N,8.5,9,4.026263714
S937D4,S937,10/29/2007,Arsenic,1.01,mg/kg,U,N,SOIL,REG,SB,N,N,7.5,8,5.493408203
S937F4,S937,10/29/2007,Arsenic,1.26,mg/kg,J,Y,SOIL,REG,SB,N,N,11.5,12,5.493408203
S939C2,S939,2/18/2009,Arsenic,25.8,mg/kg,,Y,SOIL,REG,SB,N,N,4.5,5,4.38361311
S939H2,S939,2/18/2009,Arsenic,11.5,mg/kg,,Y,SOIL,REG,SB,N,N,14.5,15,4.38361311
S940E4,S940,2/18/2009,Arsenic,20.7,mg/kg,,Y,SOIL,REG,SB,N,N,9.5,10,5.496412754
S940F4,S940,2/18/2009,Arsenic,2.62,mg/kg,,Y,SOIL,REG,SB,N,N,11.5,12,5.496412754
S941C2,S941,2/18/2009,Arsenic,4.18,mg/kg,,Y,SOIL,REG,SB,N,N,4.5,5,6.471944332
S941G4,S941,2/18/2009,Arsenic,5.98,mg/kg,,Y,SOIL,REG,SB,N,N,13.5,14,6.471944332
S942C4,S942,2/18/2009,Arsenic,16,mg/kg,,Y,SOIL,REG,SB,N,N,5.5,6,6.773100853
S942G2,S942,2/18/2009,Arsenic,5.27,mg/kg,J,Y,SOIL,REG,SB,N,N,12.5,13,6.773100853
S943E1,S943,2/18/2009,Arsenic,22.8,mg/kg,,Y,SOIL,REG,SB,N,N,8,8.5,7.923416615
S943G2,S943,2/18/2009,Arsenic,4.93,mg/kg,U,N,SOIL,REG,SB,N,N,12.5,13,7.923416615
S944E1,S944,2/18/2009,Arsenic,9.6,mg/kg,,Y,SOIL,REG,SB,N,N,8,8.5,10.31225681
S944G3,S944,2/18/2009,Arsenic,4.91,mg/kg,U,N,SOIL,REG,SB,N,N,13,13.5,10.31225681
S945E3,S945,2/24/2009,Arsenic,5.47,mg/kg,,Y,SOIL,REG,SB,N,N,9,9.5,6.696669579
S945G3,S945,2/24/2009,Arsenic,4,mg/kg,,Y,SOIL,REG,SB,N,N,13,13.5,6.696669579
S946E2,S946,2/24/2009,Arsenic,3.93,mg/kg,,Y,SOIL,REG,SB,N,N,8.5,9,4.496393681
S946E4,S946,2/24/2009,Arsenic,5.29,mg/kg,,Y,SOIL,REG,SB,N,N,9.5,10,4.496393681
S947C2,S947,2/24/2009,Arsenic,4.01,mg/kg,,Y,SOIL,REG,SB,N,N,4.5,5,2.838907242
S947G3,S947,2/24/2009,Arsenic,4.6,mg/kg,,Y,SOIL,REG,SB,N,N,13,13.5,2.838907242
S948B4,S948,2/24/2009,Arsenic,7.16,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,3.064978361
S948E2,S948,2/24/2009,Arsenic,4.05,mg/kg,,Y,SOIL,REG,SB,N,N,8.5,9,3.064978361
S949B3,S949,2/25/2009,Arsenic,14.2,mg/kg,,Y,SOIL,REG,SB,N,N,3,3.5,4.33479166
S949D2,S949,2/25/2009,Arsenic,5.09,mg/kg,,Y,SOIL,REG,SB,N,N,6.5,7,4.33479166
